m/z	z	Intensity	Peptide #	Ion Type	Index	Charge	Elem Comp	Error
1234.1200	1	0						
1234.1600	1	0						
1234.2000	1	0						
1234.2400	1	0						
1234.2800	1	0						
1234.3200	1	0						
1234.3600	1	0						
1234.4000	1	0						
1234.4400	1	0						
1234.4800	1	0						
1234.5200	1	0						
1234.5600	1	0						
1234.6000	1	0						
1234.6400	1	0						
1234.6800	1	0						
1234.7200	1	0						
1234.7600	1	0						
1234.8000	1	0						
1234.8400	1	0						
1234.8800	1	0						
1234.9200	1	0						
1234.9600	1	0						
1235.0000	1	0						
1235.0400	1	0						
1235.0800	1	0						
1235.1200	1	0						
1235.1600	1	0						
1235.2000	1	0						
1235.2400	1	1.59e-4						
1235.2800	1	5.77e-4						
1235.3200	1	4.59e-4						
1235.3600	1	1.79e-4						
1235.4000	1	4.40e-5						
1235.4400	1	2.72e-4						
1235.4800	1	6.45e-4						
1235.5200	1	4.03e-4						
1235.5600	1	1.40e-4						
1235.6000	1	2.50e-5						
1235.6400	1	0						
1235.6800	1	0						
1235.7200	1	0						
1235.7600	1	0						
1235.8000	1	0						
1235.8400	1	0						
1235.8800	1	0						
1235.9200	1	0						
1235.9600	1	0						
1236.0000	1	0						
1236.0400	1	0						
1236.0800	1	0						
1236.1200	1	0						
1236.1600	1	0						
1236.2000	1	6.80e-5						
1236.2400	1	4.27e-4						
1236.2800	1	3.66e-4						
1236.3200	1	1.41e-4						
1236.3600	1	3.50e-5						
1236.4000	1	0						
1236.4400	1	0						
1236.4800	1	0						
1236.5200	1	0						
1236.5600	1	0						
1236.6000	1	0						
1236.6400	1	0						
1236.6800	1	0						
1236.7200	1	0						
1236.7600	1	0						
1236.8000	1	0						
1236.8400	1	0						
1236.8800	1	0						
1236.9200	1	0						
1236.9600	1	0						
1237.0000	1	0						
1237.0400	1	0						
1237.0800	1	0						
1237.1200	1	0						
1237.1600	1	0						
1237.2000	1	0						
1237.2400	1	0						
1237.2800	1	0						
1237.3200	1	0						
1237.3600	1	0						
1237.4000	1	0						
1237.4400	1	0						
1237.4800	1	0						
1237.5200	1	0						
1237.5600	1	0						
1237.6000	1	0						
1237.6400	1	0						
1237.6800	1	0						
1237.7200	1	0						
1237.7600	1	0						
1237.8000	1	0						
1237.8400	1	0						
1237.8800	1	0						
1237.9200	1	0						
1237.9600	1	0						
1238.0000	1	0						
1238.0400	1	0						
1238.0800	1	0						
1238.1200	1	0						
1238.1600	1	0						
1238.2000	1	0						
1238.2400	1	0						
1238.2800	1	0						
1238.3200	1	0						
1238.3600	1	0						
1238.4000	1	0						
1238.4400	1	0						
1238.4800	1	0						
1238.5200	1	0						
1238.5600	1	0						
1238.6000	1	0						
1238.6400	1	0						
1238.6800	1	0						
1238.7200	1	0						
1238.7600	1	0						
1238.8000	1	0						
1238.8400	1	0						
1238.8800	1	0						
1238.9200	1	0						
1238.9600	1	0						
1239.0000	1	0						
1239.0400	1	0						
1239.0800	1	0						
1239.1200	1	0						
1239.1600	1	0						
1239.2000	1	0						
1239.2400	1	0						
1239.2800	1	0						
1239.3200	1	0						
1239.3600	1	0						
1239.4000	1	0						
1239.4400	1	0						
1239.4800	1	0						
1239.5200	1	0						
1239.5600	1	0						
1239.6000	1	0						
1239.6400	1	0						
1239.6800	1	0						
1239.7200	1	0						
1239.7600	1	0						
1239.8000	1	0						
1239.8400	1	0						
1239.8800	1	0						
1239.9200	1	0						
1239.9600	1	0						
1240.0000	1	0						
1240.0400	1	0						
1240.0800	1	0						
1240.1200	1	0						
1240.1600	1	0						
1240.2000	1	0						
1240.2400	1	0						
1240.2800	1	0						
1240.3200	1	0						
1240.3600	1	0						
1240.4000	1	0						
1240.4400	1	0						
1240.4800	1	0						
1240.5200	1	1.40e-5						
1240.5600	1	6.06e-4						
1240.6000	1	9.27e-4						
1240.6400	1	4.93e-4						
1240.6800	1	1.54e-4						
1240.7200	1	2.30e-5						
1240.7600	1	0						
1240.8000	1	0						
1240.8400	1	0						
1240.8800	1	0						
1240.9200	1	0						
1240.9600	1	0						
1241.0000	1	0						
1241.0400	1	0						
1241.0800	1	0						
1241.1200	1	0						
1241.1600	1	0						
1241.2000	1	0						
1241.2400	1	0						
1241.2800	1	0						
1241.3200	1	0						
1241.3600	1	0						
1241.4000	1	0						
1241.4400	1	0						
1241.4800	1	0						
1241.5200	1	0						
1241.5600	1	0						
1241.6000	1	0						
1241.6400	1	0						
1241.6800	1	0						
1241.7200	1	0						
1241.7600	1	0						
1241.8000	1	0						
1241.8400	1	0						
1241.8800	1	0						
1241.9200	1	0						
1241.9600	1	0						
1242.0000	1	0						
1242.0400	1	0						
1242.0800	1	0						
1242.1200	1	0						
1242.1600	1	0						
1242.2000	1	0						
1242.2400	1	4.17e-4						
1242.2800	1	0.00103						
1242.3200	1	5.95e-4						
1242.3600	1	1.85e-4						
1242.4000	1	3.30e-5						
1242.4400	1	0						
1242.4800	1	0						
1242.5200	1	3.39e-4						
1242.5600	1	0.00131						
1242.6000	1	9.74e-4						
1242.6400	1	3.66e-4						
1242.6800	1	8.30e-5						
1242.7200	1	5.50e-5						
1242.7600	1	2.08e-4						
1242.8000	1	1.93e-4						
1242.8400	1	8.70e-5						
1242.8800	1	2.30e-5						
1242.9200	1	3.00e-6						
1242.9600	1	0						
1243.0000	1	0						
1243.0400	1	0						
1243.0800	1	0						
1243.1200	1	0						
1243.1600	1	0						
1243.2000	1	0						
1243.2400	1	0						
1243.2800	1	0						
1243.3200	1	0						
1243.3600	1	0						
1243.4000	1	0						
1243.4400	1	0						
1243.4800	1	0						
1243.5200	1	0						
1243.5600	1	0						
1243.6000	1	0						
1243.6400	1	0						
1243.6800	1	0						
1243.7200	1	0						
1243.7600	1	0						
1243.8000	1	0						
1243.8400	1	0						
1243.8800	1	0						
1243.9200	1	0						
1243.9600	1	0						
1244.0000	1	0						
1244.0400	1	0						
1244.0800	1	1.00e-4						
1244.1200	1	0.00101						
1244.1600	1	0.00128						
1244.2000	1	6.38e-4						
1244.2400	1	1.94e-4						
1244.2800	1	2.50e-5						
1244.3200	1	0						
1244.3600	1	1.10e-5						
1244.4000	1	2.51e-4						
1244.4400	1	0.00134						
1244.4800	1	0.00174						
1244.5200	1	9.23e-4						
1244.5600	1	2.83e-4						
1244.6000	1	5.10e-5						
1244.6400	1	4.60e-5						
1244.6800	1	4.63e-4						
1244.7200	1	5.60e-4						
1244.7600	1	2.74e-4						
1244.8000	1	7.80e-5						
1244.8400	1	1.10e-5						
1244.8800	1	0						
1244.9200	1	0						
1244.9600	1	0						
1245.0000	1	0						
1245.0400	1	0						
1245.0800	1	0						
1245.1200	1	0						
1245.1600	1	0						
1245.2000	1	0						
1245.2400	1	0						
1245.2800	1	0						
1245.3200	1	0						
1245.3600	1	0						
1245.4000	1	0						
1245.4400	1	0						
1245.4800	1	0						
1245.5200	1	0						
1245.5600	1	0						
1245.6000	1	0						
1245.6400	1	0						
1245.6800	1	0						
1245.7200	1	0						
1245.7600	1	0						
1245.8000	1	0						
1245.8400	1	0						
1245.8800	1	0						
1245.9200	1	0						
1245.9600	1	0						
1246.0000	1	0						
1246.0400	1	0						
1246.0800	1	0						
1246.1200	1	0						
1246.1600	1	0						
1246.2000	1	0						
1246.2400	1	0						
1246.2800	1	0						
1246.3200	1	0						
1246.3600	1	0						
1246.4000	1	0						
1246.4400	1	0						
1246.4800	1	0						
1246.5200	1	0						
1246.5600	1	0						
1246.6000	1	0						
1246.6400	1	0						
1246.6800	1	0						
1246.7200	1	0						
1246.7600	1	0						
1246.8000	1	0						
1246.8400	1	0						
1246.8800	1	0						
1246.9200	1	0						
1246.9600	1	0						
1247.0000	1	0						
1247.0400	1	0						
1247.0800	1	0						
1247.1200	1	0						
1247.1600	1	0						
1247.2000	1	2.10e-5						
1247.2400	1	9.94e-4						
1247.2800	1	0.00147						
1247.3200	1	7.25e-4						
1247.3600	1	2.06e-4						
1247.4000	1	3.20e-5						
1247.4400	1	0						
1247.4800	1	0						
1247.5200	1	7.10e-5						
1247.5600	1	2.79e-4						
1247.6000	1	2.35e-4						
1247.6400	1	9.50e-5						
1247.6800	1	2.50e-5						
1247.7200	1	1.00e-6						
1247.7600	1	0						
1247.8000	1	0						
1247.8400	1	0						
1247.8800	1	0						
1247.9200	1	0						
1247.9600	1	0						
1248.0000	1	0						
1248.0400	1	0						
1248.0800	1	0						
1248.1200	1	0						
1248.1600	1	0						
1248.2000	1	0						
1248.2400	1	0						
1248.2800	1	8.80e-5						
1248.3200	1	4.05e-4						
1248.3600	1	3.74e-4						
1248.4000	1	1.64e-4						
1248.4400	1	4.50e-5						
1248.4800	1	4.00e-6						
1248.5200	1	0						
1248.5600	1	0						
1248.6000	1	0						
1248.6400	1	0						
1248.6800	1	0						
1248.7200	1	0						
1248.7600	1	0						
1248.8000	1	0						
1248.8400	1	0						
1248.8800	1	0						
1248.9200	1	0						
1248.9600	1	0						
1249.0000	1	0						
1249.0400	1	0						
1249.0800	1	0						
1249.1200	1	0						
1249.1600	1	0						
1249.2000	1	0						
1249.2400	1	0						
1249.2800	1	0						
1249.3200	1	0						
1249.3600	1	0						
1249.4000	1	0						
1249.4400	1	0						
1249.4800	1	0						
1249.5200	1	0						
1249.5600	1	0						
1249.6000	1	0						
1249.6400	1	0						
1249.6800	1	0						
1249.7200	1	0						
1249.7600	1	0						
1249.8000	1	0						
1249.8400	1	0						
1249.8800	1	0						
1249.9200	1	0						
1249.9600	1	0						
1250.0000	1	0						
1250.0400	1	0						
1250.0800	1	0						
1250.1200	1	0						
1250.1600	1	0						
1250.2000	1	0						
1250.2400	1	0						
1250.2800	1	0						
1250.3200	1	0						
1250.3600	1	0						
1250.4000	1	0						
1250.4400	1	0						
1250.4800	1	0						
1250.5200	1	0						
1250.5600	1	0						
1250.6000	1	0						
1250.6400	1	0						
1250.6800	1	0						
1250.7200	1	0						
1250.7600	1	0						
1250.8000	1	0						
1250.8400	1	0						
1250.8800	1	0						
1250.9200	1	0						
1250.9600	1	0						
1251.0000	1	0						
1251.0400	1	0						
1251.0800	1	0						
1251.1200	1	0						
1251.1600	1	0						
1251.2000	1	0						
1251.2400	1	0						
1251.2800	1	0						
1251.3200	1	0						
1251.3600	1	0						
1251.4000	1	0						
1251.4400	1	0						
1251.4800	1	0						
1251.5200	1	0						
1251.5600	1	0						
1251.6000	1	0						
1251.6400	1	0						
1251.6800	1	0						
1251.7200	1	0						
1251.7600	1	0						
1251.8000	1	0						
1251.8400	1	0						
1251.8800	1	0						
1251.9200	1	0						
1251.9600	1	0						
1252.0000	1	0						
1252.0400	1	0						
1252.0800	1	0						
1252.1200	1	0						
1252.1600	1	0						
1252.2000	1	0						
1252.2400	1	0						
1252.2800	1	0						
1252.3200	1	0						
1252.3600	1	0						
1252.4000	1	0						
1252.4400	1	0						
1252.4800	1	0						
1252.5200	1	0						
1252.5600	1	0						
1252.6000	1	0						
1252.6400	1	0						
1252.6800	1	0						
1252.7200	1	0						
1252.7600	1	0						
1252.8000	1	0						
1252.8400	1	0						
1252.8800	1	0						
1252.9200	1	0						
1252.9600	1	0						
1253.0000	1	0						
1253.0400	1	0						
1253.0800	1	0						
1253.1200	1	0						
1253.1600	1	0						
1253.2000	1	0						
1253.2400	1	0						
1253.2800	1	0						
1253.3200	1	0						
1253.3600	1	0						
1253.4000	1	0						
1253.4400	1	0						
1253.4800	1	4.80e-5						
1253.5200	1	8.96e-4						
1253.5600	1	0.00133						
1253.6000	1	7.00e-4						
1253.6400	1	2.28e-4						
1253.6800	1	3.30e-5						
1253.7200	1	0						
1253.7600	1	0						
1253.8000	1	0						
1253.8400	1	0						
1253.8800	1	0						
1253.9200	1	0						
1253.9600	1	0						
1254.0000	1	0						
1254.0400	1	0						
1254.0800	1	0						
1254.1200	1	0						
1254.1600	1	0						
1254.2000	1	0						
1254.2400	1	0						
1254.2800	1	2.60e-5						
1254.3200	1	4.36e-4						
1254.3600	1	6.18e-4						
1254.4000	1	3.07e-4						
1254.4400	1	8.70e-5						
1254.4800	1	1.20e-5						
1254.5200	1	0						
1254.5600	1	0						
1254.6000	1	0						
1254.6400	1	0						
1254.6800	1	0						
1254.7200	1	0						
1254.7600	1	0						
1254.8000	1	0						
1254.8400	1	0						
1254.8800	1	0						
1254.9200	1	0						
1254.9600	1	0						
1255.0000	1	0						
1255.0400	1	0						
1255.0800	1	0						
1255.1200	1	0						
1255.1600	1	0						
1255.2000	1	0						
1255.2400	1	0						
1255.2800	1	0						
1255.3200	1	0						
1255.3600	1	0						
1255.4000	1	0						
1255.4400	1	0						
1255.4800	1	0						
1255.5200	1	0						
1255.5600	1	0						
1255.6000	1	0						
1255.6400	1	1.50e-5						
1255.6800	1	1.34e-4						
1255.7200	1	1.68e-4						
1255.7600	1	6.80e-5						
1255.8000	1	1.50e-5						
1255.8400	1	1.00e-6						
1255.8800	1	0						
1255.9200	1	0						
1255.9600	1	0						
1256.0000	1	0						
1256.0400	1	0						
1256.0800	1	0						
1256.1200	1	0						
1256.1600	1	0						
1256.2000	1	0						
1256.2400	1	0						
1256.2800	1	0						
1256.3200	1	0						
1256.3600	1	0						
1256.4000	1	0						
1256.4400	1	0						
1256.4800	1	0						
1256.5200	1	0						
1256.5600	1	0						
1256.6000	1	0						
1256.6400	1	0						
1256.6800	1	0						
1256.7200	1	0						
1256.7600	1	0						
1256.8000	1	0						
1256.8400	1	0						
1256.8800	1	0						
1256.9200	1	0						
1256.9600	1	0						
1257.0000	1	0						
1257.0400	1	0						
1257.0800	1	0						
1257.1200	1	0						
1257.1600	1	0						
1257.2000	1	0						
1257.2400	1	0						
1257.2800	1	0						
1257.3200	1	0						
1257.3600	1	0						
1257.4000	1	0						
1257.4400	1	0						
1257.4800	1	0						
1257.5200	1	0						
1257.5600	1	0						
1257.6000	1	0						
1257.6400	1	0						
1257.6800	1	0						
1257.7200	1	0						
1257.7600	1	0						
1257.8000	1	0						
1257.8400	1	0						
1257.8800	1	0						
1257.9200	1	0						
1257.9600	1	0						
1258.0000	1	0						
1258.0400	1	0						
1258.0800	1	0						
1258.1200	1	0						
1258.1600	1	0						
1258.2000	1	0						
1258.2400	1	0						
1258.2800	1	0						
1258.3200	1	0						
1258.3600	1	0						
1258.4000	1	0						
1258.4400	1	0						
1258.4800	1	0						
1258.5200	1	0						
1258.5600	1	0						
1258.6000	1	0						
1258.6400	1	0						
1258.6800	1	0						
1258.7200	1	0						
1258.7600	1	0						
1258.8000	1	0						
1258.8400	1	0						
1258.8800	1	0						
1258.9200	1	0						
1258.9600	1	0						
1259.0000	1	0						
1259.0400	1	0						
1259.0800	1	0						
1259.1200	1	0						
1259.1600	1	0						
1259.2000	1	0						
1259.2400	1	0						
1259.2800	1	0						
1259.3200	1	0						
1259.3600	1	1.00e-6						
1259.4000	1	9.20e-5						
1259.4400	1	7.12e-4						
1259.4800	1	0.00131						
1259.5200	1	9.58e-4						
1259.5600	1	3.69e-4						
1259.6000	1	9.00e-5						
1259.6400	1	5.00e-6						
1259.6800	1	0						
1259.7200	1	0						
1259.7600	1	0						
1259.8000	1	0						
1259.8400	1	0						
1259.8800	1	0						
1259.9200	1	0						
1259.9600	1	0						
1260.0000	1	0						
1260.0400	1	0						
1260.0800	1	0						
1260.1200	1	0						
1260.1600	1	0						
1260.2000	1	0						
1260.2400	1	0						
1260.2800	1	0						
1260.3200	1	0						
1260.3600	1	0						
1260.4000	1	0						
1260.4400	1	0						
1260.4800	1	0						
1260.5200	1	0						
1260.5600	1	0						
1260.6000	1	0						
1260.6400	1	0						
1260.6800	1	0						
1260.7200	1	0						
1260.7600	1	0						
1260.8000	1	0						
1260.8400	1	0						
1260.8800	1	0						
1260.9200	1	0						
1260.9600	1	0						
1261.0000	1	0						
1261.0400	1	0						
1261.0800	1	0						
1261.1200	1	0						
1261.1600	1	0						
1261.2000	1	0						
1261.2400	1	0						
1261.2800	1	0						
1261.3200	1	0						
1261.3600	1	0						
1261.4000	1	0						
1261.4400	1	0						
1261.4800	1	0						
1261.5200	1	0						
1261.5600	1	0						
1261.6000	1	0						
1261.6400	1	0						
1261.6800	1	0						
1261.7200	1	0						
1261.7600	1	0						
1261.8000	1	0						
1261.8400	1	0						
1261.8800	1	0						
1261.9200	1	0						
1261.9600	1	0						
1262.0000	1	0						
1262.0400	1	0						
1262.0800	1	0						
1262.1200	1	0						
1262.1600	1	0	1	a-NH3	12	1	C55 H72 N15 O20	-275
1262.2000	1	0	1	a-NH3	12	1	C55 H72 N15 O20	-243
1262.2400	1	0	1	a-NH3	12	1	C55 H72 N15 O20	-212
1262.2800	1	4.27e-4	1	a-NH3	12	1	C55 H72 N15 O20	-180
1262.3200	1	0.00161	1	a-NH3	12	1	C55 H72 N15 O20	-148
1262.3600	1	0.00232	1	a-NH3	12	1	C55 H72 N15 O20	-117
1262.4000	1	0.00198	1	a-NH3	12	1	C55 H72 N15 O20	-85
1262.4400	1	0.00205	1	a-NH3	12	1	C55 H72 N15 O20	-53
1262.4800	1	0.00121	1	a-NH3	12	1	C55 H72 N15 O20	-22
1262.5200	1	3.96e-4	1	a-NH3	12	1	C55 H72 N15 O20	10
1262.5600	1	9.10e-5	1	a-NH3	12	1	C55 H72 N15 O20	42
1262.6000	1	0	1	a-NH3	12	1	C55 H72 N15 O20	73
1262.6400	1	0	1	a-NH3	12	1	C55 H72 N15 O20	105
1262.6800	1	0	1	a-NH3	12	1	C55 H72 N15 O20	137
1262.7200	1	0	1	a-NH3	12	1	C55 H72 N15 O20	168
1262.7600	1	0	1	a-NH3	12	1	C55 H72 N15 O20	200
1262.8000	1	0	1	a-NH3	12	1	C55 H72 N15 O20	232
1262.8400	1	0	1	a-NH3	12	1	C55 H72 N15 O20	264
1262.8800	1	0	1	a-NH3	12	1	C55 H72 N15 O20	295
1262.9200	1	0						
1262.9600	1	0						
1263.0000	1	0						
1263.0400	1	0						
1263.0800	1	0						
1263.1200	1	0						
1263.1600	1	3.40e-5						
1263.2000	1	2.53e-4						
1263.2400	1	5.59e-4						
1263.2800	1	6.45e-4						
1263.3200	1	3.54e-4						
1263.3600	1	1.17e-4						
1263.4000	1	2.00e-5						
1263.4400	1	0						
1263.4800	1	0						
1263.5200	1	5.30e-5						
1263.5600	1	2.60e-4						
1263.6000	1	2.75e-4						
1263.6400	1	2.44e-4						
1263.6800	1	8.11e-4						
1263.7200	1	8.39e-4						
1263.7600	1	3.81e-4						
1263.8000	1	1.13e-4						
1263.8400	1	1.10e-5						
1263.8800	1	0						
1263.9200	1	0						
1263.9600	1	0						
1264.0000	1	0						
1264.0400	1	0						
1264.0800	1	0						
1264.1200	1	0						
1264.1600	1	0						
1264.2000	1	0						
1264.2400	1	0						
1264.2800	1	3.71e-4						
1264.3200	1	0.00261						
1264.3600	1	0.00286						
1264.4000	1	0.00131						
1264.4400	1	3.03e-4						
1264.4800	1	2.90e-5						
1264.5200	1	0						
1264.5600	1	0						
1264.6000	1	2.52e-4						
1264.6400	1	3.78e-4						
1264.6800	1	1.98e-4						
1264.7200	1	5.90e-5						
1264.7600	1	1.00e-5						
1264.8000	1	0						
1264.8400	1	0						
1264.8800	1	0						
1264.9200	1	0						
1264.9600	1	0						
1265.0000	1	0						
1265.0400	1	0						
1265.0800	1	0						
1265.1200	1	0						
1265.1600	1	5.60e-5						
1265.2000	1	2.75e-4						
1265.2400	1	2.77e-4						
1265.2800	1	1.19e-4						
1265.3200	1	3.30e-5						
1265.3600	1	2.00e-6						
1265.4000	1	0						
1265.4400	1	0						
1265.4800	1	0						
1265.5200	1	0						
1265.5600	1	0						
1265.6000	1	0						
1265.6400	1	0						
1265.6800	1	0						
1265.7200	1	0						
1265.7600	1	0						
1265.8000	1	0						
1265.8400	1	0						
1265.8800	1	0						
1265.9200	1	0						
1265.9600	1	0						
1266.0000	1	0						
1266.0400	1	0						
1266.0800	1	0						
1266.1200	1	0						
1266.1600	1	0						
1266.2000	1	0						
1266.2400	1	0						
1266.2800	1	7.87e-4						
1266.3200	1	9.33e-4						
1266.3600	1	3.86e-4						
1266.4000	1	9.50e-5						
1266.4400	1	6.00e-6						
1266.4800	1	0						
1266.5200	1	0						
1266.5600	1	0						
1266.6000	1	0						
1266.6400	1	0						
1266.6800	1	0						
1266.7200	1	0						
1266.7600	1	0						
1266.8000	1	0						
1266.8400	1	0						
1266.8800	1	0						
1266.9200	1	0						
1266.9600	1	0						
1267.0000	1	0						
1267.0400	1	0						
1267.0800	1	0						
1267.1200	1	0						
1267.1600	1	0						
1267.2000	1	0						
1267.2400	1	0						
1267.2800	1	0						
1267.3200	1	0						
1267.3600	1	7.10e-5						
1267.4000	1	5.22e-4						
1267.4400	1	5.84e-4						
1267.4800	1	2.81e-4						
1267.5200	1	8.60e-5						
1267.5600	1	1.10e-5						
1267.6000	1	0						
1267.6400	1	0						
1267.6800	1	0						
1267.7200	1	0						
1267.7600	1	0						
1267.8000	1	0						
1267.8400	1	0						
1267.8800	1	0						
1267.9200	1	0						
1267.9600	1	0						
1268.0000	1	0						
1268.0400	1	0						
1268.0800	1	0						
1268.1200	1	0						
1268.1600	1	0						
1268.2000	1	0						
1268.2400	1	0						
1268.2800	1	0						
1268.3200	1	0						
1268.3600	1	0						
1268.4000	1	0						
1268.4400	1	0						
1268.4800	1	0						
1268.5200	1	0						
1268.5600	1	0						
1268.6000	1	0						
1268.6400	1	0						
1268.6800	1	0						
1268.7200	1	0						
1268.7600	1	0						
1268.8000	1	0						
1268.8400	1	0						
1268.8800	1	0						
1268.9200	1	0						
1268.9600	1	0						
1269.0000	1	0						
1269.0400	1	0						
1269.0800	1	0						
1269.1200	1	0						
1269.1600	1	0						
1269.2000	1	0						
1269.2400	1	0						
1269.2800	1	0						
1269.3200	1	1.00e-6						
1269.3600	1	3.41e-4						
1269.4000	1	6.87e-4						
1269.4400	1	4.11e-4						
1269.4800	1	1.37e-4						
1269.5200	1	2.70e-5						
1269.5600	1	0						
1269.6000	1	0						
1269.6400	1	0						
1269.6800	1	0						
1269.7200	1	0						
1269.7600	1	0						
1269.8000	1	0						
1269.8400	1	0						
1269.8800	1	0						
1269.9200	1	0						
1269.9600	1	0						
1270.0000	1	0						
1270.0400	1	0						
1270.0800	1	0						
1270.1200	1	0						
1270.1600	1	0						
1270.2000	1	0						
1270.2400	1	0						
1270.2800	1	0						
1270.3200	1	0						
1270.3600	1	0						
1270.4000	1	0						
1270.4400	1	0						
1270.4800	1	0						
1270.5200	1	0						
1270.5600	1	0						
1270.6000	1	0						
1270.6400	1	0						
1270.6800	1	0						
1270.7200	1	0						
1270.7600	1	0						
1270.8000	1	0						
1270.8400	1	0						
1270.8800	1	0						
1270.9200	1	0						
1270.9600	1	0						
1271.0000	1	0						
1271.0400	1	0						
1271.0800	1	0						
1271.1200	1	0						
1271.1600	1	0						
1271.2000	1	0						
1271.2400	1	1.00e-6						
1271.2800	1	1.16e-4						
1271.3200	1	2.44e-4						
1271.3600	1	1.48e-4						
1271.4000	1	1.45e-4						
1271.4400	1	5.17e-4						
1271.4800	1	4.16e-4						
1271.5200	1	1.66e-4						
1271.5600	1	4.10e-5						
1271.6000	1	2.00e-6						
1271.6400	1	0						
1271.6800	1	2.43e-4						
1271.7200	1	7.55e-4						
1271.7600	1	5.51e-4						
1271.8000	1	2.00e-4						
1271.8400	1	4.60e-5						
1271.8800	1	0						
1271.9200	1	0						
1271.9600	1	0						
1272.0000	1	0						
1272.0400	1	0						
1272.0800	1	0						
1272.1200	1	0						
1272.1600	1	0						
1272.2000	1	0						
1272.2400	1	0						
1272.2800	1	0						
1272.3200	1	0						
1272.3600	1	0						
1272.4000	1	0						
1272.4400	1	0						
1272.4800	1	0						
1272.5200	1	0						
1272.5600	1	0						
1272.6000	1	0						
1272.6400	1	0						
1272.6800	1	0						
1272.7200	1	0						
1272.7600	1	0						
1272.8000	1	0						
1272.8400	1	0						
1272.8800	1	0						
1272.9200	1	0						
1272.9600	1	0						
1273.0000	1	0						
1273.0400	1	0						
1273.0800	1	0						
1273.1200	1	0						
1273.1600	1	0						
1273.2000	1	0						
1273.2400	1	0						
1273.2800	1	0						
1273.3200	1	0						
1273.3600	1	0						
1273.4000	1	0						
1273.4400	1	0						
1273.4800	1	0						
1273.5200	1	6.00e-6						
1273.5600	1	1.85e-4						
1273.6000	1	5.27e-4						
1273.6400	1	3.86e-4						
1273.6800	1	1.49e-4						
1273.7200	1	3.10e-5						
1273.7600	1	0						
1273.8000	1	0						
1273.8400	1	0						
1273.8800	1	0						
1273.9200	1	0						
1273.9600	1	0						
1274.0000	1	0						
1274.0400	1	0						
1274.0800	1	0						
1274.1200	1	3.40e-5						
1274.1600	1	2.87e-4						
1274.2000	1	3.69e-4						
1274.2400	1	1.82e-4						
1274.2800	1	5.60e-5						
1274.3200	1	8.00e-6						
1274.3600	1	0						
1274.4000	1	0						
1274.4400	1	0.00107						
1274.4800	1	0.00151						
1274.5200	1	7.43e-4						
1274.5600	1	2.25e-4						
1274.6000	1	3.20e-5						
1274.6400	1	0						
1274.6800	1	0						
1274.7200	1	0						
1274.7600	1	0						
1274.8000	1	0						
1274.8400	1	0						
1274.8800	1	0						
1274.9200	1	0						
1274.9600	1	0						
1275.0000	1	0						
1275.0400	1	0						
1275.0800	1	0						
1275.1200	1	0						
1275.1600	1	0						
1275.2000	1	0						
1275.2400	1	0						
1275.2800	1	0						
1275.3200	1	0						
1275.3600	1	0						
1275.4000	1	0						
1275.4400	1	0						
1275.4800	1	0						
1275.5200	1	0						
1275.5600	1	0						
1275.6000	1	0						
1275.6400	1	0						
1275.6800	1	0						
1275.7200	1	0						
1275.7600	1	0						
1275.8000	1	0						
1275.8400	1	0						
1275.8800	1	0						
1275.9200	1	0						
1275.9600	1	0						
1276.0000	1	0						
1276.0400	1	0						
1276.0800	1	0						
1276.1200	1	0						
1276.1600	1	0	2	a-NH3	12	1	C56 H74 N15 O20	-284
1276.2000	1	0	2	a-NH3	12	1	C56 H74 N15 O20	-253
1276.2400	1	0	2	a-NH3	12	1	C56 H74 N15 O20	-222
1276.2800	1	0	2	a-NH3	12	1	C56 H74 N15 O20	-190
1276.3200	1	5.00e-6	2	a-NH3	12	1	C56 H74 N15 O20	-159
1276.3600	1	4.08e-4	2	a-NH3	12	1	C56 H74 N15 O20	-128
1276.4000	1	6.07e-4	2	a-NH3	12	1	C56 H74 N15 O20	-96
1276.4400	1	6.80e-4	2	a-NH3	12	1	C56 H74 N15 O20	-65
1276.4800	1	5.66e-4	2	a-NH3	12	1	C56 H74 N15 O20	-34
1276.5200	1	2.50e-4	2	a-NH3	12	1	C56 H74 N15 O20	-2.3
1276.5600	1	7.60e-5	2	a-NH3	12	1	C56 H74 N15 O20	29
1276.6000	1	1.00e-5	2	a-NH3	12	1	C56 H74 N15 O20	60
1276.6400	1	0	2	a-NH3	12	1	C56 H74 N15 O20	92
1276.6800	1	0	2	a-NH3	12	1	C56 H74 N15 O20	123
1276.7200	1	0	2	a-NH3	12	1	C56 H74 N15 O20	154
1276.7600	1	0	2	a-NH3	12	1	C56 H74 N15 O20	186
1276.8000	1	0	2	a-NH3	12	1	C56 H74 N15 O20	217
1276.8400	1	0	2	a-NH3	12	1	C56 H74 N15 O20	248
1276.8800	1	0	2	a-NH3	12	1	C56 H74 N15 O20	280
1276.9200	1	0						
1276.9600	1	0						
1277.0000	1	0						
1277.0400	1	0						
1277.0800	1	0						
1277.1200	1	0						
1277.1600	1	0						
1277.2000	1	0						
1277.2400	1	0						
1277.2800	1	0						
1277.3200	1	0						
1277.3600	1	0						
1277.4000	1	0						
1277.4400	1	0						
1277.4800	1	0						
1277.5200	1	0						
1277.5600	1	6.00e-6						
1277.6000	1	1.22e-4						
1277.6400	1	2.82e-4						
1277.6800	1	1.93e-4						
1277.7200	1	7.10e-5						
